"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","phylum","below_phylum","below_below_phylum","subphylum","class","below_class","below_below_class","subclass","order","below_order","below_below_order","suborder","family","below_family","below_below_family","below_below_below_family","subfamily","tribe","genus","below_genus","subgenus","species_group","species_subgroup","below_species_subgroup","species","below_species","below_below_species","below_below_below_species","subspecies","below_subspecies","below_below_subspecies","below_below_below_subspecies"
"2109","2093","species","Mycoplasma synoviae","1","131567","2","1783272","","544448","","","","31969","","","","2085","","","","2092","","","","","","2093","","","","","","2109","","","","","","",""
"65123","2093","species","Mycoplasma wenyonii","1","131567","2","1783272","","544448","","","","31969","","","","2085","","","","2092","","","","","","2093","","","","","","65123","","","","","","",""
"51365","2093","species","Mycoplasma yeatsii","1","131567","2","1783272","","544448","","","","31969","","","","2085","","","","2092","","","","","","2093","","","","","","51365","","","","","","",""
"76832","76831","species","Myroides odoratimimus","1","131567","2","1783270","68336","976","","","","117743","","","","200644","","","","49546","","","","","","76831","","","","","","76832","","","","","","",""
"480520","76831","species","Myroides profundi","1","131567","2","1783270","68336","976","","","","117743","","","","200644","","","","49546","","","","","","76831","","","","","","480520","","","","","","",""
"1458492","76831","species","Myroides sp. ZB35","1","131567","2","1783270","68336","976","","","","117743","","","","200644","","","","49546","","","","","","76831","","","","","","1458492","","","","","","",""
"33","32","species","Myxococcus fulvus","1","131567","2","","","1224","","","68525","28221","","","","29","","","80811","31","","","","","","32","","","","","","33","","","","","","",""
"1297742","32","species","Myxococcus hansupus","1","131567","2","","","1224","","","68525","28221","","","","29","","","80811","31","","","","","","32","","","","","","1297742","","","","","","",""
"83455","32","species","Myxococcus stipitatus","1","131567","2","","","1224","","","68525","28221","","","","29","","","80811","31","","","","","","32","","","","","","83455","","","","","","",""
"34","32","species","Myxococcus xanthus","1","131567","2","","","1224","","","68525","28221","","","","29","","","80811","31","","","","","","32","","","","","","34","","","","","","",""
"53461","53460","species","Nakamurella multipartita","1","131567","2","1783272","","201174","","","","1760","","","","1643684","","","","85031","","","","","","53460","","","","","","53461","","","","","","",""
"375929","375928","species","Natranaerobius thermophilus","1","131567","2","1783272","","1239","","","","186801","","","","485256","","","","485255","","","","","","375928","","","","","","375929","","","","","","",""
"244787","191291","species","Nautilia profundicola","1","131567","2","","","1224","","","68525","29547","","","","235899","","","","224467","","","","","","191291","","","","","","244787","","","","","","",""
"495","482","species","Neisseria elongata","1","131567","2","","","1224","","","","28216","","","","206351","","","","481","","","","","","482","","","","","","495","","","","","","",""
"485","482","species","Neisseria gonorrhoeae","1","131567","2","","","1224","","","","28216","","","","206351","","","","481","","","","","","482","","","","","","485","","","","","","",""
"486","482","species","Neisseria lactamica","1","131567","2","","","1224","","","","28216","","","","206351","","","","481","","","","","","482","","","","","","486","","","","","","",""
"487","482","species","Neisseria meningitidis","1","131567","2","","","1224","","","","28216","","","","206351","","","","481","","","","","","482","","","","","","487","","","","","","",""
"28091","482","species","Neisseria weaveri","1","131567","2","","","1224","","","","28216","","","","206351","","","","481","","","","","","482","","","","","","28091","","","","","","",""
"556325","1868332","species","Neomicrococcus aestuarii","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1868332","","","","","","556325","","","","","","",""
"399","1525371","species","Neorhizobium galegae","1","131567","2","","","1224","","","","28211","","","","356","","","","82115","227290","","","","","1525371","","","","","","399","","","","","","",""
"33994","33993","species","Neorickettsia helminthoeca","1","131567","2","","","1224","","","","28211","","","","766","","","","942","","","","","","33993","","","","","","33994","","","","","","",""
"950","33993","species","Neorickettsia risticii","1","131567","2","","","1224","","","","28211","","","","766","","","","942","","","","","","33993","","","","","","950","","","","","","",""
"951","33993","species","Neorickettsia sennetsu","1","131567","2","","","1224","","","","28211","","","","766","","","","942","","","","","","33993","","","","","","951","","","","","","",""
"1176587","379899","species","Niabella ginsenosidivorans","1","131567","2","1783270","68336","976","","","","1853228","","","","1853229","","","","563835","","","","","","379899","","","","","","1176587","","","","","","",""
"446683","379899","species","Niabella soli","1","131567","2","1783270","68336","976","","","","1853228","","","","1853229","","","","563835","","","","","","379899","","","","","","446683","","","","","","",""
"354356","354354","species","Niastella koreensis","1","131567","2","1783270","68336","976","","","","1853228","","","","1853229","","","","563835","","","","","","354354","","","","","","354356","","","","","","",""
"269261","269260","species","Nitratifractor salsuginis","1","131567","2","","","1224","","","68525","29547","","","","213849","438853","","","","","","","","","269260","","","","","","269261","","","","","","",""
"387092","269258","species","Nitratiruptor sp. SB155-2","1","131567","2","","","1224","","","68525","29547","34035","","","","","","","","","","","","","269258","","","","","","387092","","","","","","",""
"912","911","species","Nitrobacter hamburgensis","1","131567","2","","","1224","","","","28211","","","","356","","","","41294","","","","","","911","","","","","","912","","","","","","",""
"913","911","species","Nitrobacter winogradskyi","1","131567","2","","","1224","","","","28211","","","","356","","","","41294","","","","","","911","","","","","","913","","","","","","",""
"133539","1227","species","Nitrosococcus halophilus","1","131567","2","","","1224","","","","1236","","","","135613","","","","1046","","","","","","1227","","","","","","133539","","","","","","",""
"1229","1227","species","Nitrosococcus oceani","1","131567","2","","","1224","","","","1236","","","","135613","","","","1046","","","","","","1227","","","","","","1229","","","","","","",""
"473531","1227","species","Nitrosococcus watsonii","1","131567","2","","","1224","","","","1236","","","","135613","","","","1046","","","","","","1227","","","","","","473531","","","","","","",""
"44574","914","species","Nitrosomonas communis","1","131567","2","","","1224","","","","28216","","","","32003","","","","206379","","","","","","914","","","","","","44574","","","","","","",""
"915","914","species","Nitrosomonas europaea","1","131567","2","","","1224","","","","28216","","","","32003","","","","206379","","","","","","914","","","","","","915","","","","","","",""
"916","914","species","Nitrosomonas eutropha","1","131567","2","","","1224","","","","28216","","","","32003","","","","206379","","","","","","914","","","","","","916","","","","","","",""
"153948","914","species","Nitrosomonas sp. AL212","1","131567","2","","","1224","","","","28216","","","","32003","","","","206379","","","","","","914","","","","","","153948","","","","","","",""
"261292","914","species","Nitrosomonas sp. Is79A3","1","131567","2","","","1224","","","","28216","","","","32003","","","","206379","","","","","","914","","","","","","261292","","","","","","",""
"44577","914","species","Nitrosomonas ureae","1","131567","2","","","1224","","","","28216","","","","32003","","","","206379","","","","","","914","","","","","","44577","","","","","","",""
"35799","35798","species","Nitrosospira briensis","1","131567","2","","","1224","","","","28216","","","","32003","","","","206379","","","","","","35798","","","","","","35799","","","","","","",""
"1231","35798","species","Nitrosospira multiformis","1","131567","2","","","1224","","","","28216","","","","32003","","","","206379","","","","","","35798","","","","","","1231","","","","","","",""
"330214","1234","species","Nitrospira defluvii","1","131567","2","","","40117","","","","203693","","","","189778","","","","189779","","","","","","1234","","","","","","330214","","","","","","",""
"42253","1234","species","Nitrospira moscoviensis","1","131567","2","","","40117","","","","203693","","","","189778","","","","189779","","","","","","1234","","","","","","42253","","","","","","",""
"37326","1817","species","Nocardia brasiliensis","1","131567","2","1783272","","201174","","","","1760","","","","85007","","","","85025","","","","","","1817","","","","","","37326","","","","","","",""
"135487","1817","species","Nocardia cyriacigeorgica","1","131567","2","1783272","","201174","","","","1760","","","","85007","","","","85025","","","","","","1817","","","","","","135487","","","","","","",""
"37329","1817","species","Nocardia farcinica","1","131567","2","1783272","","201174","","","","1760","","","","85007","","","","85025","","","","","","1817","","","","","","37329","","","","","","",""
"37330","1817","species","Nocardia nova","1","131567","2","1783272","","201174","","","","1760","","","","85007","","","","85025","","","","","","1817","","","","","","37330","","","","","","",""
"196162","1839","species","Nocardioides sp. JS614","1","131567","2","1783272","","201174","","","","1760","","","","85009","","","","85015","","","","","","1839","","","","","","196162","","","","","","",""
"53437","2013","species","Nocardiopsis alba","1","131567","2","1783272","","201174","","","","1760","","","","85012","","","","83676","","","","","","2013","","","","","","53437","","","","","","",""
"2014","2013","species","Nocardiopsis dassonvillei","1","131567","2","1783272","","201174","","","","1760","","","","85012","","","","83676","","","","","","2013","","","","","","2014","","","","","","",""
"328515","363408","species","Nonlabens dokdonensis","1","131567","2","1783270","68336","976","","","","117743","","","","200644","","","","49546","","","","","","363408","","","","","","328515","","","","","","",""
"1476901","363408","species","Nonlabens sp. MIC269","1","131567","2","1783270","68336","976","","","","117743","","","","200644","","","","49546","","","","","","363408","","","","","","1476901","","","","","","",""
"272131","1177","species","Nostoc punctiforme","1","131567","2","1783272","1798711","1117","","","","","","","","1161","","","","1162","","","","","","1177","","","","","","272131","","","","","","",""
"317936","1177","species","Nostoc sp. PCC 7107","1","131567","2","1783272","1798711","1117","","","","","","","","1161","","","","1162","","","","","","1177","","","","","","317936","","","","","","",""
"103690","1177","species","Nostoc sp. PCC 7120","1","131567","2","1783272","1798711","1117","","","","","","","","1161","","","","1162","","","","","","1177","","","","","","103690","","","","","","",""
"28072","1177","species","Nostoc sp. PCC 7524","1","131567","2","1783272","1798711","1117","","","","","","","","1161","","","","1162","","","","","","1177","","","","","","28072","","","","","","",""
"48935","165696","species","Novosphingobium aromaticivorans","1","131567","2","","","1224","","","","28211","","","","204457","","","","41297","","","","","","165696","","","","","","48935","","","","","","",""
"205844","165696","species","Novosphingobium pentaromativorans","1","131567","2","","","1224","","","","28211","","","","204457","","","","41297","","","","","","165696","","","","","","205844","","","","","","",""
"702113","165696","species","Novosphingobium sp. PP1Y","1","131567","2","","","1224","","","","28211","","","","204457","","","","41297","","","","","","165696","","","","","","702113","","","","","","",""
"82983","82982","species","Obesumbacterium proteus","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903412","","","","","","82982","","","","","","82983","","","","","","",""
"1697053","1849530","species","Oblitimonas alkaliphila","1","131567","2","","","1224","","","","1236","","","","72274","","","","135621","","","","","","1849530","","","","","","1697053","","","","","","",""
"511062","129577","species","Oceanimonas sp. GK1","1","131567","2","","","1224","","","","1236","","","","135624","","","","84642","","","","","","129577","","","","","","511062","","","","","","",""
"187137","208447","species","Oceanithermus profundus","1","131567","2","1783272","","1297","","","","188787","","","","68933","","","","188786","","","","","","208447","","","","","","187137","","","","","","",""
"182710","182709","species","Oceanobacillus iheyensis","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","182709","","","","","","182710","","","","","","",""
"529","528","species","Ochrobactrum anthropi","1","131567","2","","","1224","","","","28211","","","","356","","","","118882","","","","","","528","","","","","","529","","","","","","",""
"419475","528","species","Ochrobactrum pseudogrignonense","1","131567","2","","","1224","","","","28211","","","","356","","","","118882","","","","","","528","","","","","","419475","","","","","","",""
"1217908","53945","species","Octadecabacter antarcticus","1","131567","2","","","1224","","","","28211","","","","204455","","","","31989","","","","","","53945","","","","","","1217908","","","","","","",""
"53946","53945","species","Octadecabacter arcticus","1","131567","2","","","1224","","","","28211","","","","204455","","","","31989","","","","","","53945","","","","","","53946","","","","","","",""
"1458307","53945","species","Octadecabacter temperatus","1","131567","2","","","1224","","","","28211","","","","204455","","","","31989","","","","","","53945","","","","","","1458307","","","","","","",""
"28118","283168","species","Odoribacter splanchnicus","1","131567","2","1783270","68336","976","","","","200643","","","","171549","","","","1853231","","","","","","283168","","","","","","28118","","","","","","",""
"1247","46254","species","Oenococcus oeni","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","81850","","","","","","46254","","","","","","1247","","","","","","",""
"188908","188907","species","Oleispira antarctica","1","131567","2","","","1224","","","","1236","","","","135619","","","","135620","","","","","","188907","","","","","","188908","","","","","","",""
"40137","40136","species","Oligotropha carboxidovorans","1","131567","2","","","1224","","","","28211","","","","356","","","","41294","","","","","","40136","","","","","","40137","","","","","","",""
"712411","133925","species","Olsenella sp. oral taxon 807","1","131567","2","1783272","","201174","","","","84998","","","","84999","","","","1643824","","","","","","133925","","","","","","712411","","","","","","",""
"133926","133925","species","Olsenella uli","1","131567","2","1783272","","201174","","","","84998","","","","84999","","","","1643824","","","","","","133925","","","","","","133926","","","","","","",""
"100379","85620","species","Onion yellows phytoplasma","1","131567","2","1783272","","544448","","","","31969","","","","186329","","","","2146","","","","","","33926","","","85620","","","100379","","","","","","",""
"1838286","278955","species","Opitutaceae bacterium IG16b","1","131567","2","1783257","","74201","","","","414999","","","","415000","","","","134623","278955","","","","","","","","","","","1838286","","","","","","",""
"794903","278955","species","Opitutaceae bacterium TAV5","1","131567","2","1783257","","74201","","","","414999","","","","415000","","","","134623","278955","","","","","","","","","","","794903","","","","","","",""
"107709","178440","species","Opitutus terrae","1","131567","2","1783257","","74201","","","","414999","","","","415000","","","","134623","","","","","","178440","","","","","","107709","","","","","","",""
"784","69474","species","Orientia tsutsugamushi","1","131567","2","","","1224","","","","28211","","","","766","","","","775","","","","","33988","69474","","","","","","784","","","","","","",""
"28251","28250","species","Ornithobacterium rhinotracheale","1","131567","2","1783270","68336","976","","","","117743","","","","200644","","","","49546","","","","","","28250","","","","","","28251","","","","","","",""
"118323","1158","species","Oscillatoria acuminata","1","131567","2","1783272","1798711","1117","","","","","","","1301283","1150","","","","1892254","","","","","","1158","","","","","","118323","","","","","","",""
"482564","1158","species","Oscillatoria nigro-viridis","1","131567","2","1783272","1798711","1117","","","","","","","1301283","1150","","","","1892254","","","","","","1158","","","","","","482564","","","","","","",""
"351091","459786","species","Oscillibacter valericigenes","1","131567","2","1783272","","1239","","","","186801","","","","186802","","","","216572","","","","","","459786","","","","","","351091","","","","","","",""
"1658672","219181","species","Ottowia sp. oral taxon 894","1","131567","2","","","1224","","","","28216","","","","80840","","","","80864","","","","","","219181","","","","","","1658672","","","","","","",""
"253245","267986","species","Owenweeksia hongkongensis","1","131567","2","1783270","68336","976","","","","117743","","","","200644","","","","246874","","","","","","267986","","","","","","253245","","","","","","",""
"43663","1742992","species","Paenarthrobacter aurescens","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1742992","","","","","","43663","","","","","","",""
"1126833","44249","species","Paenibacillus beijingensis","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1126833","","","","","","",""
"160799","44249","species","Paenibacillus borealis","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","160799","","","","","","",""
"1616788","44249","species","Paenibacillus bovis","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1616788","","","","","","",""
"44251","44249","species","Paenibacillus durus","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","44251","","","","","","",""
"189425","44249","species","Paenibacillus graminis","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","189425","","","","","","",""
"1464","44249","species","Paenibacillus larvae","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1464","","","","","","",""
"61624","44249","species","Paenibacillus mucilaginosus","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","61624","","","","","","",""
"162209","44249","species","Paenibacillus naphthalenovorans","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","162209","","","","","","",""
"189426","44249","species","Paenibacillus odorifer","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","189426","","","","","","",""
"59893","44249","species","Paenibacillus peoriae","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","59893","","","","","","",""
"1406","44249","species","Paenibacillus polymyxa","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1406","","","","","","",""
"483937","44249","species","Paenibacillus riograndensis","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","483937","","","","","","",""
"365617","44249","species","Paenibacillus sabinae","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","365617","","","","","","",""
"1695218","44249","species","Paenibacillus sp. 32O-W","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1695218","","","","","","",""
"1536774","44249","species","Paenibacillus sp. FSL H7-0357","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1536774","","","","","","",""
"1536775","44249","species","Paenibacillus sp. FSL H7-0737","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1536775","","","","","","",""
"1536769","44249","species","Paenibacillus sp. FSL P4-0081","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1536769","","","","","","",""
"1536770","44249","species","Paenibacillus sp. FSL R5-0345","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1536770","","","","","","",""
"1536771","44249","species","Paenibacillus sp. FSL R5-0912","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1536771","","","","","","",""
"1536772","44249","species","Paenibacillus sp. FSL R7-0273","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1536772","","","","","","",""
"1536773","44249","species","Paenibacillus sp. FSL R7-0331","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1536773","","","","","","",""
"1566358","44249","species","Paenibacillus sp. IHBB 10380","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1566358","","","","","","",""
"324057","44249","species","Paenibacillus sp. JDR-2","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","324057","","","","","","",""
"1763538","44249","species","Paenibacillus sp. LPB0068","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","1763538","","","","","","",""
"481743","44249","species","Paenibacillus sp. Y412MC10","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","481743","","","","","","",""
"169760","44249","species","Paenibacillus stellifer","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","169760","","","","","","",""
"159743","44249","species","Paenibacillus terrae","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","","","","","","44249","","","","","","159743","","","","","","",""
"185300","346096","species","Paludibacter propionicigenes","1","131567","2","1783270","68336","976","","","","200643","","","","171549","","","","171551","","","","","","346096","","","","","","185300","","","","","","",""
"93218","93217","species","Pandoraea apista","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","93217","","","","","","93218","","","","","","",""
"93220","93217","species","Pandoraea pnomenusa","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","93217","","","","","","93220","","","","","","",""
"445709","93217","species","Pandoraea thiooxydans","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","93217","","","","","","445709","","","","","","",""
"656178","93217","species","Pandoraea vervacti","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","93217","","","","","","656178","","","","","","",""
"121719","227873","species","Pannonibacter phragmitetus","1","131567","2","","","1224","","","","28211","","","","204455","","","","31989","","","","","","227873","","","","","","121719","","","","","","",""
"549","1654067","species","Pantoea agglomerans","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903409","","","","","","53335","","","1654067","","","549","","","","","","",""
"553","53335","species","Pantoea ananatis","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903409","","","","","","53335","","","","","","553","","","","","","",""
"1076550","53335","species","Pantoea rwandensis","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903409","","","","","","53335","","","","","","1076550","","","","","","",""
"592316","53335","species","Pantoea sp. At-9b","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903409","","","","","","53335","","","","","","592316","","","","","","",""
"1484158","53335","species","Pantoea sp. PSNIH1","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903409","","","","","","53335","","","","","","1484158","","","","","","",""
"1484157","53335","species","Pantoea sp. PSNIH2","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903409","","","","","","53335","","","","","","1484157","","","","","","",""
"470934","53335","species","Pantoea vagans","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903409","","","","","","53335","","","","","","470934","","","","","","",""
"823","375288","species","Parabacteroides distasonis","1","131567","2","1783270","68336","976","","","","200643","","","","171549","","","","171551","","","","","","375288","","","","","","823","","","","","","",""
"1834200","375288","species","Parabacteroides sp. YL27","1","131567","2","1783270","68336","976","","","","200643","","","","171549","","","","171551","","","","","","375288","","","","","","1834200","","","","","","",""
"75105","1822464","species","Paraburkholderia caribensis","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","1822464","","","","","","75105","","","","","","",""
"134537","1822464","species","Paraburkholderia fungorum","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","1822464","","","","","","134537","","","","","","",""
"252970","1822464","species","Paraburkholderia phenoliruptrix","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","1822464","","","","","","252970","","","","","","",""
"148447","1822464","species","Paraburkholderia phymatum","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","1822464","","","","","","148447","","","","","","",""
"261302","1822464","species","Paraburkholderia phytofirmans","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","1822464","","","","","","261302","","","","","","",""
"412963","1822464","species","Paraburkholderia rhizoxinica","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","1822464","","","","","","412963","","","","","","",""
"1926494","1822464","species","Paraburkholderia sp. SOS3","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","1822464","","","","","","1926494","","","","","","",""
"36873","1822464","species","Paraburkholderia xenovorans","1","131567","2","","","1224","","","","28216","","","","80840","","","","119060","","","","","","1822464","","","","","","36873","","","","","","",""
"83552","83551","species","Parachlamydia acanthamoebae","1","131567","2","1783257","","204428","","","","204429","","","","51291","","","","92713","","","","","","83551","","","","","","83552","","","","","","",""
"34003","265","species","Paracoccus aminophilus","1","131567","2","","","1224","","","","28211","","","","204455","","","","31989","","","","","","265","","","","","","34003","","","","","","",""
"266","265","species","Paracoccus denitrificans","1","131567","2","","","1224","","","","28211","","","","204455","","","","31989","","","","","","265","","","","","","266","","","","","","",""
"1426","1906945","species","Parageobacillus thermoglucosidans","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1906945","","","","","","1426","","","","","","",""
"326544","1621534","species","Paraglaciecola psychrophila","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","1621534","","","","","","326544","","","","","","",""
"1084","1612157","species","Pararhodospirillum photometricum","1","131567","2","","","1224","","","","28211","","","","204441","","","","41295","","","","","","1612157","","","","","","1084","","","","","","",""
"78258","196082","species","Parascardovia denticolens","1","131567","2","1783272","","201174","","","","1760","","","","85004","","","","31953","","","","","","196082","","","","","","78258","","","","","","",""
"256618","256616","species","Parvibaculum lavamentivorans","1","131567","2","","","1224","","","","28211","","","","356","","","","119043","","","","","","256616","","","","","","256618","","","","","","",""
"33033","543311","species","Parvimonas micra","1","131567","2","1783272","","1239","","","","1737404","","","","1737405","","","","1570339","","","","","","543311","","","","","","33033","","","","","","",""
"208216","208215","species","Parvularcula bermudensis","1","131567","2","","","1224","","","","28211","","","","255473","","","","255474","","","","","","208215","","","","","","208216","","","","","","",""
"747","745","species","Pasteurella multocida","1","131567","2","","","1224","","","","1236","","","","135625","","","","712","","","","","","745","","","","","","747","","","","","","",""
"1768242","318147","species","Paucibacter sp. KCTC 42545","1","131567","2","","","1224","","","","28216","","","","80840","119065","224471","","","","","","","","318147","","","","","","1768242","","","","","","",""
"29471","122277","species","Pectobacterium atrosepticum","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903410","","","","","","122277","","","","","","29471","","","","","","",""
"554","122277","species","Pectobacterium carotovorum","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903410","","","","","","122277","","","","","","554","","","","","","",""
"1905730","122277","species","Pectobacterium parmentieri","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903410","","","","","","122277","","","","","","1905730","","","","","","",""
"1166016","122277","species","Pectobacterium sp. SCC3193","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903410","","","","","","122277","","","","","","1166016","","","","","","",""
"55208","122277","species","Pectobacterium wasabiae","1","131567","2","","","1224","","","","1236","","","","91347","","","","1903410","","","","","","122277","","","","","","55208","","","","","","",""
"1254","1670797","species","Pediococcus acidilactici","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","33958","","","","","","1253","1670797","","","","","1254","","","","","","",""
"187452","1253","species","Pediococcus claussenii","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","33958","","","","","","1253","","","","","","187452","","","","","","",""
"51663","1253","species","Pediococcus damnosus","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","33958","","","","","","1253","","","","","","51663","","","","","","",""
"1255","1253","species","Pediococcus pentosaceus","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","33958","","","","","","1253","","","","","","1255","","","","","","",""
"984","84567","species","Pedobacter heparinus","1","131567","2","1783270","68336","976","","","","117747","","","","200666","","","","84566","","","","","","84567","","","","","","984","","","","","","",""
"1727164","84567","species","Pedobacter sp. PACM 27299","1","131567","2","1783270","68336","976","","","","117747","","","","200666","","","","84566","","","","","","84567","","","","","","1727164","","","","","","",""
"430522","84567","species","Pedobacter steynii","1","131567","2","1783270","68336","976","","","","117747","","","","200666","","","","84566","","","","","","84567","","","","","","430522","","","","","","",""
"531813","1082930","species","Pelagibacterium halotolerans","1","131567","2","","","1224","","","","28211","","","","356","","","","45401","","","","","","1082930","","","","","","531813","","","","","","",""
"19","18","species","Pelobacter carbinolicus","1","131567","2","","","1224","","","68525","28221","","","","69541","","","","213421","","","","","","18","","","","","","19","","","","","","",""
"29543","18","species","Pelobacter propionicus","1","131567","2","","","1224","","","68525","28221","","","","69541","","","","213421","","","","","","18","","","","","","29543","","","","","","",""
"1842532","18","species","Pelobacter sp. SFB93","1","131567","2","","","1224","","","68525","28221","","","","69541","","","","213421","","","","","","18","","","","","","1842532","","","","","","",""
"1100","1099","species","Pelodictyon luteolum","1","131567","2","1783270","68336","1090","","","","191410","","","","191411","","","","191412","274493","","","","","1099","","","","","","1100","","","","","","",""
"34090","1099","species","Pelodictyon phaeoclathratiforme","1","131567","2","1783270","68336","1090","","","","191410","","","","191411","","","","191412","274493","","","","","1099","","","","","","34090","","","","","","",""
"365349","365348","species","Pelosinus fermentans","1","131567","2","1783272","","1239","","","","909932","","","","909929","","","","1843490","","","","","","365348","","","","","","365349","","","","","","",""
"484770","365348","species","Pelosinus sp. UFO1","1","131567","2","1783272","","1239","","","","909932","","","","909929","","","","1843490","","","","","","365348","","","","","","484770","","","","","","",""
"1731","1481960","species","Peptoclostridium acidaminophilum","1","131567","2","1783272","","1239","","","","186801","","","","186802","","","","186804","","","","","","1481960","","","","","","1731","","","","","","",""
"1912856","162289","species","Peptoniphilus sp. ING2-D1G","1","131567","2","1783272","","1239","","","","1737404","","","","1737405","","","","1570339","","","","","","162289","","","","","","1912856","","","","","","",""
"309805","182899","species","Persephonella marina","1","131567","2","","","200783","","","","187857","","","","32069","","","","224027","","","","","","182899","","","","","","309805","","","","","","",""
"1085624","59740","species","Persicobacter sp. JZB09","1","131567","2","1783270","68336","976","","","","768503","","","","768507","","","","1853234","","","","","","59740","","","","","","1085624","","","","","","",""
"69499","28236","species","Petrotoga mobilis","1","131567","2","","","200918","","","","188708","","","","1643947","1643949","","","","","","","","","28236","","","","","","69499","","","","","","",""
"60890","302485","species","Phaeobacter gallaeciensis","1","131567","2","","","1224","","","","28211","","","","204455","","","","31989","","","","","","302485","","","","","","60890","","","","","","",""
"221822","302485","species","Phaeobacter inhibens","1","131567","2","","","1224","","","","28211","","","","204455","","","","31989","","","","","","302485","","","","","","221822","","","","","","",""
